발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
1999,남녀전체,00. All cancers,모든암,00-04세,539,16.1
1999,남녀전체,00. All cancers,모든암,05-09세,297,8.6
1999,남녀전체,00. All cancers,모든암,10-14세,306,9.6
1999,남녀전체,00. All cancers,모든암,15-19세,528,13.2
1999,남녀전체,00. All cancers,모든암,20-24세,720,18.4
1999,남녀전체,00. All cancers,모든암,25-29세,1539,33.5
1999,남녀전체,00. All cancers,모든암,30-34세,2679,60.7
1999,남녀전체,00. All cancers,모든암,35-39세,4967,110.9
1999,남녀전체,00. All cancers,모든암,40-44세,7014,181.5
1999,남녀전체,00. All cancers,모든암,45-49세,7532,278.8
1999,남녀전체,00. All cancers,모든암,50-54세,9311,419.7
1999,남녀전체,00. All cancers,모든암,55-59세,12860,607.5
1999,남녀전체,00. All cancers,모든암,60-64세,14665,841.0
1999,남녀전체,00. All cancers,모든암,65-69세,13162,1077.9
1999,남녀전체,00. All cancers,모든암,70-74세,11142,1331.6
1999,남녀전체,00. All cancers,모든암,75-79세,8575,1509.2
1999,남녀전체,00. All cancers,모든암,80-84세,4120,1387.8
1999,남녀전체,00. All cancers,모든암,85세이상,1900,1051.8
1999,남녀전체,00. All cancers,모든암,연령전체,101856,216.0
1999,남자,00. All cancers,모든암,00-04세,324,18.4
1999,남자,00. All cancers,모든암,05-09세,165,8.9
1999,남자,00. All cancers,모든암,10-14세,165,9.9
1999,남자,00. All cancers,모든암,15-19세,273,13.2
1999,남자,00. All cancers,모든암,20-24세,282,14.0
1999,남자,00. All cancers,모든암,25-29세,569,24.2
1999,남자,00. All cancers,모든암,30-34세,898,39.8
1999,남자,00. All cancers,모든암,35-39세,1936,84.2
1999,남자,00. All cancers,모든암,40-44세,3058,154.6
1999,남자,00. All cancers,모든암,45-49세,3908,284.5
1999,남자,00. All cancers,모든암,50-54세,5504,494.6
1999,남자,00. All cancers,모든암,55-59세,8122,795.8
1999,남자,00. All cancers,모든암,60-64세,9718,1213.0
1999,남자,00. All cancers,모든암,65-69세,8345,1664.0
1999,남자,00. All cancers,모든암,70-74세,6689,2133.4
1999,남자,00. All cancers,모든암,75-79세,4927,2451.2
1999,남자,00. All cancers,모든암,80-84세,2188,2422.3
1999,남자,00. All cancers,모든암,85세이상,809,1949.7
1999,남자,00. All cancers,모든암,연령전체,57880,244.4
1999,여자,00. All cancers,모든암,00-04세,215,13.6
1999,여자,00. All cancers,모든암,05-09세,132,8.1
1999,여자,00. All cancers,모든암,10-14세,141,9.3
1999,여자,00. All cancers,모든암,15-19세,255,13.1
1999,여자,00. All cancers,모든암,20-24세,438,22.9
1999,여자,00. All cancers,모든암,25-29세,970,43.2
1999,여자,00. All cancers,모든암,30-34세,1781,82.5
1999,여자,00. All cancers,모든암,35-39세,3031,139.0
1999,여자,00. All cancers,모든암,40-44세,3956,209.6
1999,여자,00. All cancers,모든암,45-49세,3624,273.0
1999,여자,00. All cancers,모든암,50-54세,3807,344.3
1999,여자,00. All cancers,모든암,55-59세,4738,432.2
1999,여자,00. All cancers,모든암,60-64세,4947,524.9
1999,여자,00. All cancers,모든암,65-69세,4817,669.4
1999,여자,00. All cancers,모든암,70-74세,4453,851.1
1999,여자,00. All cancers,모든암,75-79세,3648,993.5
1999,여자,00. All cancers,모든암,80-84세,1932,935.4
1999,여자,00. All cancers,모든암,85세이상,1091,784.0
1999,여자,00. All cancers,모든암,연령전체,43976,187.3
2000,남녀전체,00. All cancers,모든암,00-04세,507,15.5
2000,남녀전체,00. All cancers,모든암,05-09세,338,9.5
2000,남녀전체,00. All cancers,모든암,10-14세,292,9.3
2000,남녀전체,00. All cancers,모든암,15-19세,523,13.7
2000,남녀전체,00. All cancers,모든암,20-24세,693,17.7
2000,남녀전체,00. All cancers,모든암,25-29세,1471,32.8
2000,남녀전체,00. All cancers,모든암,30-34세,2726,60.9
2000,남녀전체,00. All cancers,모든암,35-39세,4660,105.6
2000,남녀전체,00. All cancers,모든암,40-44세,7039,173.0
2000,남녀전체,00. All cancers,모든암,45-49세,7867,271.6
2000,남녀전체,00. All cancers,모든암,50-54세,9502,409.8
2000,남녀전체,00. All cancers,모든암,55-59세,12385,593.0
2000,남녀전체,00. All cancers,모든암,60-64세,14595,812.3
2000,남녀전체,00. All cancers,모든암,65-69세,13852,1064.6
2000,남녀전체,00. All cancers,모든암,70-74세,11538,1306.0
2000,남녀전체,00. All cancers,모든암,75-79세,8671,1477.0
2000,남녀전체,00. All cancers,모든암,80-84세,4408,1424.2
2000,남녀전체,00. All cancers,모든암,85세이상,2061,1102.6
2000,남녀전체,00. All cancers,모든암,연령전체,103129,217.0
2000,남자,00. All cancers,모든암,00-04세,268,15.7
2000,남자,00. All cancers,모든암,05-09세,189,10.0
2000,남자,00. All cancers,모든암,10-14세,151,9.1
2000,남자,00. All cancers,모든암,15-19세,261,13.2
2000,남자,00. All cancers,모든암,20-24세,278,13.8
2000,남자,00. All cancers,모든암,25-29세,522,22.7
2000,남자,00. All cancers,모든암,30-34세,945,41.3
2000,남자,00. All cancers,모든암,35-39세,1787,78.9
2000,남자,00. All cancers,모든암,40-44세,2985,143.7
2000,남자,00. All cancers,모든암,45-49세,4041,274.8
2000,남자,00. All cancers,모든암,50-54세,5601,480.0
2000,남자,00. All cancers,모든암,55-59세,7875,780.1
2000,남자,00. All cancers,모든암,60-64세,9599,1154.8
2000,남자,00. All cancers,모든암,65-69세,8970,1647.6
2000,남자,00. All cancers,모든암,70-74세,6986,2123.7
2000,남자,00. All cancers,모든암,75-79세,4996,2416.1
2000,남자,00. All cancers,모든암,80-84세,2283,2377.5
2000,남자,00. All cancers,모든암,85세이상,815,1885.0
2000,남자,00. All cancers,모든암,연령전체,58552,245.4
2000,여자,00. All cancers,모든암,00-04세,239,15.4
2000,여자,00. All cancers,모든암,05-09세,149,9.0
2000,여자,00. All cancers,모든암,10-14세,141,9.4
2000,여자,00. All cancers,모든암,15-19세,262,14.1
2000,여자,00. All cancers,모든암,20-24세,415,21.7
2000,여자,00. All cancers,모든암,25-29세,949,43.3
2000,여자,00. All cancers,모든암,30-34세,1781,81.2
2000,여자,00. All cancers,모든암,35-39세,2873,133.9
2000,여자,00. All cancers,모든암,40-44세,4054,203.7
2000,여자,00. All cancers,모든암,45-49세,3826,268.2
2000,여자,00. All cancers,모든암,50-54세,3901,338.7
2000,여자,00. All cancers,모든암,55-59세,4510,418.0
2000,여자,00. All cancers,모든암,60-64세,4996,517.4
2000,여자,00. All cancers,모든암,65-69세,4882,645.2
2000,여자,00. All cancers,모든암,70-74세,4552,820.9
2000,여자,00. All cancers,모든암,75-79세,3675,966.4
2000,여자,00. All cancers,모든암,80-84세,2125,995.4
2000,여자,00. All cancers,모든암,85세이상,1246,867.1
2000,여자,00. All cancers,모든암,연령전체,44577,188.3
2001,남녀전체,00. All cancers,모든암,00-04세,561,17.7
2001,남녀전체,00. All cancers,모든암,05-09세,332,9.3
2001,남녀전체,00. All cancers,모든암,10-14세,305,9.6
2001,남녀전체,00. All cancers,모든암,15-19세,529,14.6
2001,남녀전체,00. All cancers,모든암,20-24세,826,20.8
2001,남녀전체,00. All cancers,모든암,25-29세,1578,36.5
2001,남녀전체,00. All cancers,모든암,30-34세,2940,64.4
2001,남녀전체,00. All cancers,모든암,35-39세,4868,113.1
2001,남녀전체,00. All cancers,모든암,40-44세,7948,186.5
2001,남녀전체,00. All cancers,모든암,45-49세,9226,292.5
2001,남녀전체,00. All cancers,모든암,50-54세,10421,435.3
2001,남녀전체,00. All cancers,모든암,55-59세,13031,633.6
2001,남녀전체,00. All cancers,모든암,60-64세,15912,862.5
2001,남녀전체,00. All cancers,모든암,65-69세,15401,1106.8
2001,남녀전체,00. All cancers,모든암,70-74세,12555,1354.2
2001,남녀전체,00. All cancers,모든암,75-79세,9100,1504.5
2001,남녀전체,00. All cancers,모든암,80-84세,4698,1445.5
2001,남녀전체,00. All cancers,모든암,85세이상,2218,1131.6
2001,남녀전체,00. All cancers,모든암,연령전체,112449,234.9
2001,남자,00. All cancers,모든암,00-04세,332,20.1
2001,남자,00. All cancers,모든암,05-09세,188,9.9
2001,남자,00. All cancers,모든암,10-14세,163,9.7
2001,남자,00. All cancers,모든암,15-19세,276,14.7
2001,남자,00. All cancers,모든암,20-24세,329,16.1
2001,남자,00. All cancers,모든암,25-29세,551,24.9
2001,남자,00. All cancers,모든암,30-34세,988,42.5
2001,남자,00. All cancers,모든암,35-39세,1751,78.9
2001,남자,00. All cancers,모든암,40-44세,3274,150.6
2001,남자,00. All cancers,모든암,45-49세,4537,283.9
2001,남자,00. All cancers,모든암,50-54세,6039,501.2
2001,남자,00. All cancers,모든암,55-59세,8240,824.8
2001,남자,00. All cancers,모든암,60-64세,10502,1223.5
2001,남자,00. All cancers,모든암,65-69세,9920,1671.7
2001,남자,00. All cancers,모든암,70-74세,7592,2198.6
2001,남자,00. All cancers,모든암,75-79세,5174,2448.9
2001,남자,00. All cancers,모든암,80-84세,2469,2421.5
2001,남자,00. All cancers,모든암,85세이상,930,2027.7
2001,남자,00. All cancers,모든암,연령전체,63255,263.2
2001,여자,00. All cancers,모든암,00-04세,229,15.2
2001,여자,00. All cancers,모든암,05-09세,144,8.6
2001,여자,00. All cancers,모든암,10-14세,142,9.4
2001,여자,00. All cancers,모든암,15-19세,253,14.5
2001,여자,00. All cancers,모든암,20-24세,497,25.6
2001,여자,00. All cancers,모든암,25-29세,1027,48.6
2001,여자,00. All cancers,모든암,30-34세,1952,87.1
2001,여자,00. All cancers,모든암,35-39세,3117,149.4
2001,여자,00. All cancers,모든암,40-44세,4674,224.0
2001,여자,00. All cancers,모든암,45-49세,4689,301.3
2001,여자,00. All cancers,모든암,50-54세,4382,368.6
2001,여자,00. All cancers,모든암,55-59세,4791,453.0
2001,여자,00. All cancers,모든암,60-64세,5410,548.4
2001,여자,00. All cancers,모든암,65-69세,5481,686.7
2001,여자,00. All cancers,모든암,70-74세,4963,853.0
2001,여자,00. All cancers,모든암,75-79세,3926,997.5
2001,여자,00. All cancers,모든암,80-84세,2229,999.3
2001,여자,00. All cancers,모든암,85세이상,1288,857.8
2001,여자,00. All cancers,모든암,연령전체,49194,206.3
2002,남녀전체,00. All cancers,모든암,00-04세,542,18.0
2002,남녀전체,00. All cancers,모든암,05-09세,306,8.7
2002,남녀전체,00. All cancers,모든암,10-14세,356,10.9
2002,남녀전체,00. All cancers,모든암,15-19세,482,14.1
2002,남녀전체,00. All cancers,모든암,20-24세,804,19.9
2002,남녀전체,00. All cancers,모든암,25-29세,1539,37.0
2002,남녀전체,00. All cancers,모든암,30-34세,2998,64.7
2002,남녀전체,00. All cancers,모든암,35-39세,4729,111.9
2002,남녀전체,00. All cancers,모든암,40-44세,8379,190.3
2002,남녀전체,00. All cancers,모든암,45-49세,10055,298.6
2002,남녀전체,00. All cancers,모든암,50-54세,10970,444.8
2002,남녀전체,00. All cancers,모든암,55-59세,12831,631.0
2002,남녀전체,00. All cancers,모든암,60-64세,16507,848.6
2002,남녀전체,00. All cancers,모든암,65-69세,16918,1149.6
2002,남녀전체,00. All cancers,모든암,70-74세,13630,1397.3
2002,남녀전체,00. All cancers,모든암,75-79세,9776,1571.8
2002,남녀전체,00. All cancers,모든암,80-84세,5434,1568.5
2002,남녀전체,00. All cancers,모든암,85세이상,2518,1212.9
2002,남녀전체,00. All cancers,모든암,연령전체,118774,246.8
2002,남자,00. All cancers,모든암,00-04세,305,19.4
2002,남자,00. All cancers,모든암,05-09세,183,9.8
2002,남자,00. All cancers,모든암,10-14세,207,11.9
2002,남자,00. All cancers,모든암,15-19세,244,13.8
2002,남자,00. All cancers,모든암,20-24세,316,15.3
2002,남자,00. All cancers,모든암,25-29세,490,23.1
2002,남자,00. All cancers,모든암,30-34세,958,40.6
2002,남자,00. All cancers,모든암,35-39세,1602,73.6
2002,남자,00. All cancers,모든암,40-44세,3340,148.8
2002,남자,00. All cancers,모든암,45-49세,4762,278.9
2002,남자,00. All cancers,모든암,50-54세,6185,498.3
2002,남자,00. All cancers,모든암,55-59세,7875,793.4
2002,남자,00. All cancers,모든암,60-64세,10811,1187.5
2002,남자,00. All cancers,모든암,65-69세,11029,1730.9
2002,남자,00. All cancers,모든암,70-74세,8342,2275.2
2002,남자,00. All cancers,모든암,75-79세,5611,2595.7
2002,남자,00. All cancers,모든암,80-84세,2931,2680.2
2002,남자,00. All cancers,모든암,85세이상,1075,2180.9
2002,남자,00. All cancers,모든암,연령전체,66266,274.4
2002,여자,00. All cancers,모든암,00-04세,237,16.5
2002,여자,00. All cancers,모든암,05-09세,123,7.4
2002,여자,00. All cancers,모든암,10-14세,149,9.6
2002,여자,00. All cancers,모든암,15-19세,238,14.5
2002,여자,00. All cancers,모든암,20-24세,488,24.9
2002,여자,00. All cancers,모든암,25-29세,1049,51.4
2002,여자,00. All cancers,모든암,30-34세,2040,89.7
2002,여자,00. All cancers,모든암,35-39세,3127,152.5
2002,여자,00. All cancers,모든암,40-44세,5039,233.5
2002,여자,00. All cancers,모든암,45-49세,5293,318.9
2002,여자,00. All cancers,모든암,50-54세,4785,390.7
2002,여자,00. All cancers,모든암,55-59세,4956,476.1
2002,여자,00. All cancers,모든암,60-64세,5696,550.4
2002,여자,00. All cancers,모든암,65-69세,5889,705.8
2002,여자,00. All cancers,모든암,70-74세,5288,868.6
2002,여자,00. All cancers,모든암,75-79세,4165,1026.4
2002,여자,00. All cancers,모든암,80-84세,2503,1055.8
2002,여자,00. All cancers,모든암,85세이상,1443,911.5
2002,여자,00. All cancers,모든암,연령전체,52508,219.0
2003,남녀전체,00. All cancers,모든암,00-04세,518,18.2
2003,남녀전체,00. All cancers,모든암,05-09세,324,9.3
2003,남녀전체,00. All cancers,모든암,10-14세,362,10.7
2003,남녀전체,00. All cancers,모든암,15-19세,505,15.6
2003,남녀전체,00. All cancers,모든암,20-24세,900,22.2
2003,남녀전체,00. All cancers,모든암,25-29세,1660,41.5
2003,남녀전체,00. All cancers,모든암,30-34세,3338,72.4
2003,남녀전체,00. All cancers,모든암,35-39세,5123,120.2
2003,남녀전체,00. All cancers,모든암,40-44세,8973,202.3
2003,남녀전체,00. All cancers,모든암,45-49세,10929,306.7
2003,남녀전체,00. All cancers,모든암,50-54세,11566,454.7
2003,남녀전체,00. All cancers,모든암,55-59세,13080,633.1
2003,남녀전체,00. All cancers,모든암,60-64세,17579,869.9
2003,남녀전체,00. All cancers,모든암,65-69세,17751,1149.2
2003,남녀전체,00. All cancers,모든암,70-74세,14670,1429.5
2003,남녀전체,00. All cancers,모든암,75-79세,10036,1557.6
2003,남녀전체,00. All cancers,모든암,80-84세,5959,1586.1
2003,남녀전체,00. All cancers,모든암,85세이상,2859,1312.2
2003,남녀전체,00. All cancers,모든암,연령전체,126133,261.1
2003,남자,00. All cancers,모든암,00-04세,303,20.3
2003,남자,00. All cancers,모든암,05-09세,202,11.0
2003,남자,00. All cancers,모든암,10-14세,203,11.3
2003,남자,00. All cancers,모든암,15-19세,263,15.6
2003,남자,00. All cancers,모든암,20-24세,331,15.9
2003,남자,00. All cancers,모든암,25-29세,534,26.2
2003,남자,00. All cancers,모든암,30-34세,1046,44.4
2003,남자,00. All cancers,모든암,35-39세,1783,81.8
2003,남자,00. All cancers,모든암,40-44세,3510,155.1
2003,남자,00. All cancers,모든암,45-49세,5071,280.1
2003,남자,00. All cancers,모든암,50-54세,6404,500.6
2003,남자,00. All cancers,모든암,55-59세,7891,778.0
2003,남자,00. All cancers,모든암,60-64세,11453,1206.3
2003,남자,00. All cancers,모든암,65-69세,11599,1712.8
2003,남자,00. All cancers,모든암,70-74세,9009,2298.6
2003,남자,00. All cancers,모든암,75-79세,5767,2583.2
2003,남자,00. All cancers,모든암,80-84세,3133,2638.8
2003,남자,00. All cancers,모든암,85세이상,1280,2438.5
2003,남자,00. All cancers,모든암,연령전체,69782,287.9
2003,여자,00. All cancers,모든암,00-04세,215,15.8
2003,여자,00. All cancers,모든암,05-09세,122,7.5
2003,여자,00. All cancers,모든암,10-14세,159,10.0
2003,여자,00. All cancers,모든암,15-19세,242,15.6
2003,여자,00. All cancers,모든암,20-24세,569,28.8
2003,여자,00. All cancers,모든암,25-29세,1126,57.4
2003,여자,00. All cancers,모든암,30-34세,2292,101.4
2003,여자,00. All cancers,모든암,35-39세,3340,160.4
2003,여자,00. All cancers,모든암,40-44세,5463,251.4
2003,여자,00. All cancers,모든암,45-49세,5858,334.1
2003,여자,00. All cancers,모든암,50-54세,5162,408.3
2003,여자,00. All cancers,모든암,55-59세,5189,493.4
2003,여자,00. All cancers,모든암,60-64세,6126,571.8
2003,여자,00. All cancers,모든암,65-69세,6152,709.2
2003,여자,00. All cancers,모든암,70-74세,5661,892.5
2003,여자,00. All cancers,모든암,75-79세,4269,1013.8
2003,여자,00. All cancers,모든암,80-84세,2826,1099.7
2003,여자,00. All cancers,모든암,85세이상,1579,954.8
2003,여자,00. All cancers,모든암,연령전체,56351,234.1
2004,남녀전체,00. All cancers,모든암,00-04세,479,17.7
2004,남녀전체,00. All cancers,모든암,05-09세,294,8.7
2004,남녀전체,00. All cancers,모든암,10-14세,365,10.6
2004,남녀전체,00. All cancers,모든암,15-19세,489,15.5
2004,남녀전체,00. All cancers,모든암,20-24세,920,23.1
2004,남녀전체,00. All cancers,모든암,25-29세,1678,43.1
2004,남녀전체,00. All cancers,모든암,30-34세,3515,77.3
2004,남녀전체,00. All cancers,모든암,35-39세,5549,127.5
2004,남녀전체,00. All cancers,모든암,40-44세,9397,213.3
2004,남녀전체,00. All cancers,모든암,45-49세,12465,329.3
2004,남녀전체,00. All cancers,모든암,50-54세,12206,463.1
2004,남녀전체,00. All cancers,모든암,55-59세,14019,652.2
2004,남녀전체,00. All cancers,모든암,60-64세,18064,894.4
2004,남녀전체,00. All cancers,모든암,65-69세,19332,1192.5
2004,남녀전체,00. All cancers,모든암,70-74세,15427,1421.8
2004,남녀전체,00. All cancers,모든암,75-79세,10978,1611.0
2004,남녀전체,00. All cancers,모든암,80-84세,6595,1652.3
2004,남녀전체,00. All cancers,모든암,85세이상,2964,1299.1
2004,남녀전체,00. All cancers,모든암,연령전체,134736,277.9
2004,남자,00. All cancers,모든암,00-04세,274,19.4
2004,남자,00. All cancers,모든암,05-09세,178,10.0
2004,남자,00. All cancers,모든암,10-14세,198,10.8
2004,남자,00. All cancers,모든암,15-19세,233,14.1
2004,남자,00. All cancers,모든암,20-24세,323,15.8
2004,남자,00. All cancers,모든암,25-29세,518,26.1
2004,남자,00. All cancers,모든암,30-34세,1025,44.2
2004,남자,00. All cancers,모든암,35-39세,1820,82.1
2004,남자,00. All cancers,모든암,40-44세,3450,153.4
2004,남자,00. All cancers,모든암,45-49세,5605,291.7
2004,남자,00. All cancers,모든암,50-54세,6624,499.7
2004,남자,00. All cancers,모든암,55-59세,8438,794.3
2004,남자,00. All cancers,모든암,60-64세,11667,1226.9
2004,남자,00. All cancers,모든암,65-69세,12848,1788.9
2004,남자,00. All cancers,모든암,70-74세,9584,2272.2
2004,남자,00. All cancers,모든암,75-79세,6236,2651.9
2004,남자,00. All cancers,모든암,80-84세,3561,2814.9
2004,남자,00. All cancers,모든암,85세이상,1273,2266.1
2004,남자,00. All cancers,모든암,연령전체,73855,303.7
2004,여자,00. All cancers,모든암,00-04세,205,15.8
2004,여자,00. All cancers,모든암,05-09세,116,7.2
2004,여자,00. All cancers,모든암,10-14세,167,10.3
2004,여자,00. All cancers,모든암,15-19세,256,17.0
2004,여자,00. All cancers,모든암,20-24세,597,30.8
2004,여자,00. All cancers,모든암,25-29세,1160,60.9
2004,여자,00. All cancers,모든암,30-34세,2490,111.8
2004,여자,00. All cancers,모든암,35-39세,3729,174.6
2004,여자,00. All cancers,모든암,40-44세,5947,275.9
2004,여자,00. All cancers,모든암,45-49세,6860,368.1
2004,여자,00. All cancers,모든암,50-54세,5582,426.0
2004,여자,00. All cancers,모든암,55-59세,5581,513.3
2004,여자,00. All cancers,모든암,60-64세,6397,598.5
2004,여자,00. All cancers,모든암,65-69세,6484,718.1
2004,여자,00. All cancers,모든암,70-74세,5843,881.0
2004,여자,00. All cancers,모든암,75-79세,4742,1062.5
2004,여자,00. All cancers,모든암,80-84세,3034,1112.8
2004,여자,00. All cancers,모든암,85세이상,1691,983.2
2004,여자,00. All cancers,모든암,연령전체,60881,251.9
2005,남녀전체,00. All cancers,모든암,00-04세,495,19.6
2005,남녀전체,00. All cancers,모든암,05-09세,272,8.2
2005,남녀전체,00. All cancers,모든암,10-14세,405,11.5
2005,남녀전체,00. All cancers,모든암,15-19세,470,15.0
2005,남녀전체,00. All cancers,모든암,20-24세,936,24.6
2005,남녀전체,00. All cancers,모든암,25-29세,1785,45.8
2005,남녀전체,00. All cancers,모든암,30-34세,3667,82.6
2005,남녀전체,00. All cancers,모든암,35-39세,5861,132.7
2005,남녀전체,00. All cancers,모든암,40-44세,9833,226.6
2005,남녀전체,00. All cancers,모든암,45-49세,13705,343.8
2005,남녀전체,00. All cancers,모든암,50-54세,13919,491.9
2005,남녀전체,00. All cancers,모든암,55-59세,15478,687.9
2005,남녀전체,00. All cancers,모든암,60-64세,18872,944.6
2005,남녀전체,00. All cancers,모든암,65-69세,20570,1226.7
2005,남녀전체,00. All cancers,모든암,70-74세,17481,1503.6
2005,남녀전체,00. All cancers,모든암,75-79세,12536,1723.9
2005,남녀전체,00. All cancers,모든암,80-84세,7441,1787.2
2005,남녀전체,00. All cancers,모든암,85세이상,3597,1488.1
2005,남녀전체,00. All cancers,모든암,연령전체,147323,302.6
2005,남자,00. All cancers,모든암,00-04세,266,20.2
2005,남자,00. All cancers,모든암,05-09세,149,8.6
2005,남자,00. All cancers,모든암,10-14세,230,12.2
2005,남자,00. All cancers,모든암,15-19세,234,14.2
2005,남자,00. All cancers,모든암,20-24세,350,17.9
2005,남자,00. All cancers,모든암,25-29세,556,28.0
2005,남자,00. All cancers,모든암,30-34세,1071,47.3
2005,남자,00. All cancers,모든암,35-39세,1817,80.8
2005,남자,00. All cancers,모든암,40-44세,3612,162.9
2005,남자,00. All cancers,모든암,45-49세,5896,291.6
2005,남자,00. All cancers,모든암,50-54세,7223,508.1
2005,남자,00. All cancers,모든암,55-59세,9280,831.5
2005,남자,00. All cancers,모든암,60-64세,11966,1266.9
2005,남자,00. All cancers,모든암,65-69세,13625,1818.3
2005,남자,00. All cancers,모든암,70-74세,10924,2366.3
2005,남자,00. All cancers,모든암,75-79세,7149,2860.2
2005,남자,00. All cancers,모든암,80-84세,3912,2971.7
2005,남자,00. All cancers,모든암,85세이상,1608,2646.4
2005,남자,00. All cancers,모든암,연령전체,79868,327.2
2005,여자,00. All cancers,모든암,00-04세,229,18.9
2005,여자,00. All cancers,모든암,05-09세,123,7.8
2005,여자,00. All cancers,모든암,10-14세,175,10.6
2005,여자,00. All cancers,모든암,15-19세,236,15.8
2005,여자,00. All cancers,모든암,20-24세,586,31.8
2005,여자,00. All cancers,모든암,25-29세,1229,64.5
2005,여자,00. All cancers,모든암,30-34세,2596,119.4
2005,여자,00. All cancers,모든암,35-39세,4044,186.4
2005,여자,00. All cancers,모든암,40-44세,6221,293.3
2005,여자,00. All cancers,모든암,45-49세,7809,397.4
2005,여자,00. All cancers,모든암,50-54세,6696,475.5
2005,여자,00. All cancers,모든암,55-59세,6198,546.6
2005,여자,00. All cancers,모든암,60-64세,6906,655.6
2005,여자,00. All cancers,모든암,65-69세,6945,748.7
2005,여자,00. All cancers,모든암,70-74세,6557,935.4
2005,여자,00. All cancers,모든암,75-79세,5387,1128.8
2005,여자,00. All cancers,모든암,80-84세,3529,1239.6
2005,여자,00. All cancers,모든암,85세이상,1989,1099.1
2005,여자,00. All cancers,모든암,연령전체,67455,277.9
2006,남녀전체,00. All cancers,모든암,00-04세,479,20.2
2006,남녀전체,00. All cancers,모든암,05-09세,302,9.4
2006,남녀전체,00. All cancers,모든암,10-14세,410,11.5
2006,남녀전체,00. All cancers,모든암,15-19세,519,16.4
2006,남녀전체,00. All cancers,모든암,20-24세,927,25.7
2006,남녀전체,00. All cancers,모든암,25-29세,1885,47.7
2006,남녀전체,00. All cancers,모든암,30-34세,3886,90.7
2006,남녀전체,00. All cancers,모든암,35-39세,6458,143.3
2006,남녀전체,00. All cancers,모든암,40-44세,9767,230.5
2006,남녀전체,00. All cancers,모든암,45-49세,15218,364.1
2006,남녀전체,00. All cancers,모든암,50-54세,15724,509.8
2006,남녀전체,00. All cancers,모든암,55-59세,16466,707.5
2006,남녀전체,00. All cancers,모든암,60-64세,18673,946.3
2006,남녀전체,00. All cancers,모든암,65-69세,21248,1229.1
2006,남녀전체,00. All cancers,모든암,70-74세,18933,1515.0
2006,남녀전체,00. All cancers,모든암,75-79세,12964,1683.5
2006,남녀전체,00. All cancers,모든암,80-84세,7443,1716.3
2006,남녀전체,00. All cancers,모든암,85세이상,3695,1429.5
2006,남녀전체,00. All cancers,모든암,연령전체,154997,317.1
2006,남자,00. All cancers,모든암,00-04세,249,20.2
2006,남자,00. All cancers,모든암,05-09세,171,10.2
2006,남자,00. All cancers,모든암,10-14세,235,12.4
2006,남자,00. All cancers,모든암,15-19세,273,16.4
2006,남자,00. All cancers,모든암,20-24세,357,19.2
2006,남자,00. All cancers,모든암,25-29세,542,26.8
2006,남자,00. All cancers,모든암,30-34세,1082,49.6
2006,남자,00. All cancers,모든암,35-39세,1933,84.4
2006,남자,00. All cancers,모든암,40-44세,3410,156.8
2006,남자,00. All cancers,모든암,45-49세,6102,288.0
2006,남자,00. All cancers,모든암,50-54세,8068,521.4
2006,남자,00. All cancers,모든암,55-59세,9675,837.5
2006,남자,00. All cancers,모든암,60-64세,11824,1259.0
2006,남자,00. All cancers,모든암,65-69세,13959,1793.6
2006,남자,00. All cancers,모든암,70-74세,11986,2365.8
2006,남자,00. All cancers,모든암,75-79세,7564,2853.2
2006,남자,00. All cancers,모든암,80-84세,3948,2900.6
2006,남자,00. All cancers,모든암,85세이상,1653,2515.7
2006,남자,00. All cancers,모든암,연령전체,83031,338.8
2006,여자,00. All cancers,모든암,00-04세,230,20.2
2006,여자,00. All cancers,모든암,05-09세,131,8.6
2006,여자,00. All cancers,모든암,10-14세,175,10.5
2006,여자,00. All cancers,모든암,15-19세,246,16.4
2006,여자,00. All cancers,모든암,20-24세,570,32.7
2006,여자,00. All cancers,모든암,25-29세,1343,69.5
2006,여자,00. All cancers,모든암,30-34세,2804,133.5
2006,여자,00. All cancers,모든암,35-39세,4525,204.1
2006,여자,00. All cancers,모든암,40-44세,6357,308.1
2006,여자,00. All cancers,모든암,45-49세,9116,442.2
2006,여자,00. All cancers,모든암,50-54세,7656,498.2
2006,여자,00. All cancers,모든암,55-59세,6791,579.4
2006,여자,00. All cancers,모든암,60-64세,6849,662.3
2006,여자,00. All cancers,모든암,65-69세,7289,766.9
2006,여자,00. All cancers,모든암,70-74세,6947,934.9
2006,여자,00. All cancers,모든암,75-79세,5400,1069.4
2006,여자,00. All cancers,모든암,80-84세,3495,1174.5
2006,여자,00. All cancers,모든암,85세이상,2042,1059.3
2006,여자,00. All cancers,모든암,연령전체,71966,295.2
2007,남녀전체,00. All cancers,모든암,00-04세,468,20.2
2007,남녀전체,00. All cancers,모든암,05-09세,306,10.1
2007,남녀전체,00. All cancers,모든암,10-14세,429,12.2
2007,남녀전체,00. All cancers,모든암,15-19세,577,17.7
2007,남녀전체,00. All cancers,모든암,20-24세,931,27.5
2007,남녀전체,00. All cancers,모든암,25-29세,2113,52.6
2007,남녀전체,00. All cancers,모든암,30-34세,4174,101.0
2007,남녀전체,00. All cancers,모든암,35-39세,7150,156.1
2007,남녀전체,00. All cancers,모든암,40-44세,10822,259.6
2007,남녀전체,00. All cancers,모든암,45-49세,16593,383.2
